Cluster,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Trp-Dbl,n_players
1,-0.30177941170238515,-0.4669081644554948,-0.7677333446634436,-0.7434173929681892,0.035909671945291904,-0.06608611603369514,-0.4343152418219807,-0.34041787430078524,1.045082718650305,0.6223625516399639,0.7999895202271772,-0.6016314799585205,-0.027859453845557266,1.5018045424057869,-0.337223185205976,0.6607804031368071,-0.16953282362017455,22
2,0.04989938041934019,0.2632736856406335,0.7476433053992546,0.7596994007304931,-0.29878263554144996,-0.19933121713984245,-0.04311008090096154,-0.10173311222893547,-0.5821035536146898,-0.5229374930251919,-0.5740303552934453,0.23184877294895867,-0.01718230332987164,-0.4608304498567189,0.06475357920414009,-0.06286252682055683,-0.23243195818070306,30
3,0.827018993908556,0.2851875292176138,-1.0916013862196825,-1.1824949365273825,1.4092511909650607,1.1774933956892564,0.5027208818364601,0.6902281583262796,2.3427197504570505,2.3526833169700834,2.4909809154899856,0.1331587214241332,0.1100537403153822,1.0986197924584176,0.431594168534737,1.0284309387843042,0.513512465748065,12
4,-0.9017925582187528,-0.868491124171117,-0.2511476578722359,-0.29502513159413957,-0.8565939266280943,-0.878752191670744,-0.761210999853918,-0.7860511118197283,-0.42163825518295084,-0.6702135395594608,-0.6281273544158807,-0.5838488981587802,-0.3654380186574093,-0.417581168234345,-0.7597327585675502,-0.4433653359298199,-0.2335614435727648,67
5,2.8442646839023853,1.8629842667601955,-0.7332385236692879,-0.8578119926088925,3.4213719771946174,2.9207420365602603,2.247564242440036,2.9584411274772537,1.581796996863717,3.079330427230742,2.7681033225252034,2.2702929374279295,0.9811312698867357,0.7944716955529831,1.7078756515091933,0.42075984618559126,7.054039661065524,2
6,0.7431689817160836,0.7389523804281684,-0.07260110373657508,0.020363269923892358,0.8378227404867874,0.9079490680251683,0.636965855789138,0.675807956203779,0.07164868546512716,0.2379997979091288,0.19716438949698356,0.35811156947189554,0.424648353723977,5.266633712647557e-4,0.5538330680527563,0.16302348622130958,0.0115829879492045,28
7,1.533725171724786,1.7223046753761184,1.4676974781398309,1.5087513739931648,0.9659191783120727,1.1008552201463204,1.762450089911131,1.5833877981490247,-0.55586022614968,0.3076632002948608,0.039847022253878456,1.5385626878999172,0.5494559477218663,-0.3170513495014226,1.6987468574484594,-0.036482322582877674,0.30298657951340124,19
